Tiempo_s,Temperatura_C,Duty_Cycle_pct,Error_C
0.0010046958923339844,6.17,0.0,-1.17
0.5004007816314697,6.14,0.0,-1.1399999999999997
1.0008528232574463,6.2,0.0,-1.2000000000000002
1.5002987384796143,6.2,0.0,-1.2000000000000002
2.0006251335144043,6.21,0.0,-1.21
2.50052547454834,6.03,0.0,-1.0300000000000002
3.037357807159424,6.04,0.0,-1.04
3.5008156299591064,6.07,0.0,-1.0700000000000003
4.000036239624023,6.04,0.0,-1.04
4.500464916229248,6.05,0.0,-1.0499999999999998
5.000364303588867,6.06,0.0,-1.0599999999999996
5.5000598430633545,6.07,0.0,-1.0700000000000003
6.000805377960205,6.08,0.0,-1.08
6.500938415527344,6.07,0.0,-1.0700000000000003
7.000230312347412,6.07,0.0,-1.0700000000000003
7.500082731246948,6.1,0.0,-1.0999999999999996
8.000582695007324,6.15,0.0,-1.1500000000000004
8.845213890075684,6.14,0.0,-1.1399999999999997
9.000864505767822,6.13,0.0,-1.13
9.500008344650269,6.12,0.0,-1.12
10.000706195831299,6.13,0.0,-1.13
10.50098180770874,6.13,0.0,-1.13
11.00067925453186,6.15,0.0,-1.1500000000000004
11.500285387039185,6.16,0.0,-1.1600000000000001
12.00025486946106,6.18,0.0,-1.1799999999999997
12.50076413154602,6.23,0.0,-1.2300000000000004
13.000850200653076,6.22,0.0,-1.2199999999999998
13.50011134147644,6.26,0.0,-1.2599999999999998
14.00085735321045,6.05,0.0,-1.0499999999999998
14.647305488586426,6.07,0.0,-1.0700000000000003
15.000108003616333,6.03,0.0,-1.0300000000000002
15.500019788742065,6.05,0.0,-1.0499999999999998
16.00099539756775,6.04,0.0,-1.04
16.50064730644226,6.06,0.0,-1.0599999999999996
17.0009548664093,6.08,0.0,-1.08
17.500439405441284,6.08,0.0,-1.08
18.000773906707764,6.08,0.0,-1.08
18.500250339508057,6.08,0.0,-1.08
19.000011444091797,6.08,0.0,-1.08
19.500980138778687,6.08,0.0,-1.08
