Tiempo_s,Temperatura_C,Duty_Cycle_pct,Error_C
0.0009961128234863281,6.23,-5.3406,-1.2300000000000004
0.5009691715240479,6.25,-5.4856,-1.25
1.0009515285491943,6.05,-4.5847,-1.0499999999999998
1.5008885860443115,6.07,-4.7243,-1.0700000000000003
2.0008740425109863,6.07,-4.7403,-1.0700000000000003
2.918975353240967,6.06,-4.7607,-1.0599999999999996
3.095499038696289,6.07,-4.8337,-1.0700000000000003
3.5000410079956055,6.05,-4.7214,-1.0499999999999998
4.0003821849823,6.11,-5.0607,-1.1100000000000003
4.50015926361084,6.08,-5.0239,-1.08
5.000552654266357,6.12,-5.2558,-1.12
5.500468015670776,6.1,-5.2179,-1.0999999999999996
6.0006890296936035,6.1,-5.321,-1.0999999999999996
6.500789642333984,6.13,-5.5055,-1.13
7.000985145568848,6.12,-5.5332,-1.12
7.500720500946045,6.15,-5.7024,-1.1500000000000004
8.000983953475952,6.24,-6.2173,-1.2400000000000002
8.756720542907715,6.24,-6.2351,-1.2400000000000002
9.000171422958374,6.24,-6.2233,-1.2400000000000002
9.500399351119995,6.21,-6.1543,-1.21
10.00050401687622,6.29,-6.6143,-1.29
10.500365018844604,6.06,-5.5392,-1.0599999999999996
11.000625133514404,6.05,-5.5639,-1.0499999999999998
11.500076293945312,6.03,-5.5208,-1.0300000000000002
12.000776052474976,6.05,-5.6831,-1.0499999999999998
12.500322580337524,6.07,-5.815,-1.0700000000000003
13.000069379806519,6.08,-5.9624,-1.08
13.500984907150269,6.08,-6.0005,-1.08
14.000260829925537,6.13,-6.2128,-1.13
14.562311887741089,6.09,-6.0256,-1.0899999999999999
15.000450849533081,6.1,-6.1509,-1.0999999999999996
15.500109434127808,6.11,-6.2988,-1.1100000000000003
16.000774145126343,6.12,-6.3992,-1.12
16.500038862228394,6.11,-6.3988,-1.1100000000000003
17.000032663345337,6.12,-6.5034,-1.12
17.500418663024902,6.13,-6.5692,-1.13
18.00076699256897,6.14,-6.7008,-1.1399999999999997
18.500689268112183,6.13,-6.7492,-1.13
19.000305652618408,6.16,-6.9367,-1.1600000000000001
19.500154495239258,6.37,-8.0171,-1.37
