Tiempo_s,Temperatura_C,Duty_Cycle_pct,Error_C
0.0009968280792236328,6.09,0.0,-1.0899999999999999
0.5009968280792236,6.17,0.0,-1.17
1.3250513076782227,6.11,0.0,-1.1100000000000003
1.500079870223999,6.15,0.0,-1.1500000000000004
2.000792980194092,6.15,0.0,-1.1500000000000004
2.500455617904663,6.14,0.0,-1.1399999999999997
3.0004935264587402,6.14,0.0,-1.1399999999999997
3.50087571144104,6.17,0.0,-1.17
4.0000855922698975,6.18,0.0,-1.1799999999999997
4.500802040100098,6.19,0.0,-1.1900000000000004
5.000031471252441,6.2,0.0,-1.2000000000000002
5.500045537948608,6.24,0.0,-1.2400000000000002
6.000784635543823,6.25,0.0,-1.25
6.500177383422852,6.07,0.0,-1.0700000000000003
7.128627300262451,6.08,0.0,-1.08
7.500669002532959,6.07,0.0,-1.0700000000000003
8.000145196914673,6.08,0.0,-1.08
8.50064992904663,6.06,0.0,-1.0599999999999996
9.000598669052124,6.08,0.0,-1.08
9.500635623931885,6.11,0.0,-1.1100000000000003
10.00093388557434,6.11,0.0,-1.1100000000000003
10.500818967819214,6.08,0.0,-1.08
11.00034499168396,6.11,0.0,-1.1100000000000003
11.500309944152832,6.13,0.0,-1.13
12.00031304359436,6.12,0.0,-1.12
12.945673942565918,6.15,0.0,-1.1500000000000004
13.0910964012146,6.14,0.0,-1.1399999999999997
13.500231981277466,6.16,0.0,-1.1600000000000001
14.000365257263184,6.14,0.0,-1.1399999999999997
14.500942945480347,6.19,0.0,-1.1900000000000004
15.000130891799927,6.19,0.0,-1.1900000000000004
15.500800371170044,6.21,0.0,-1.21
16.000747680664062,6.23,0.0,-1.2300000000000004
16.500158071517944,6.26,0.0,-1.2599999999999998
17.000664234161377,6.07,0.0,-1.0700000000000003
17.500691413879395,6.04,0.0,-1.04
18.000190258026123,6.06,0.0,-1.0599999999999996
18.736536026000977,6.05,0.0,-1.0499999999999998
19.000853538513184,6.04,0.0,-1.04
19.500316619873047,6.07,0.0,-1.0700000000000003
