Tiempo_s,Temperatura_C,Duty_Cycle_pct,Error_C
0.002983570098876953,20.27,44.8895,-0.2699999999999996
0.501539945602417,20.25,44.9659,-0.25
1.0017402172088623,20.27,44.8794,-0.2699999999999996
1.501154899597168,20.26,44.9156,-0.26000000000000156
2.003824234008789,20.23,45.0624,-0.23000000000000043
2.502365827560425,20.3,44.7161,-0.3000000000000007
3.001288414001465,20.29,44.7561,-0.28999999999999915
3.5072293281555176,20.3,44.6874,-0.3000000000000007
4.004132986068726,20.34,44.4497,-0.33999999999999986
4.508136034011841,20.35,44.4305,-0.3500000000000014
5.003501653671265,20.39,44.2202,-0.39000000000000057
5.501880645751953,20.4,44.1562,-0.3999999999999986
6.002989053726196,20.42,44.0474,-0.4200000000000017
6.509989976882935,20.54,43.4088,-0.5399999999999991
7.004591941833496,20.53,43.4447,-0.5300000000000011
7.504324197769165,20.63,42.9316,-0.629999999999999
8.003812551498413,20.68,42.6639,-0.6799999999999997
8.507502794265747,20.72,42.42,-0.7199999999999989
9.00186276435852,20.82,41.941,-0.8200000000000003
9.503398895263672,20.84,41.8126,-0.8399999999999999
10.009142398834229,20.92,41.3493,-0.9200000000000017
10.509560108184814,21.01,40.9017,-1.0100000000000016
11.003092527389526,21.04,40.6858,-1.0399999999999991
11.50304913520813,21.13,40.2363,-1.129999999999999
12.002923011779785,21.24,39.6615,-1.2399999999999984
12.50623106956482,21.26,39.4947,-1.2600000000000016
13.006246328353882,21.36,38.9563,-1.3599999999999994
13.505933046340942,21.4,38.7004,-1.3999999999999986
14.006417274475098,21.48,38.2815,-1.4800000000000004
14.504701137542725,21.6,37.6323,-1.6000000000000014
15.000184535980225,21.63,37.4206,-1.629999999999999
15.502885818481445,21.72,36.9295,-1.7199999999999989
16.003122806549072,21.77,36.661,-1.7699999999999996
16.504303693771362,21.86,36.136,-1.8599999999999994
17.00440764427185,21.97,35.5496,-1.9699999999999989
17.500500440597534,22.01,35.2622,-2.0100000000000016
18.004737377166748,22.11,34.6934,-2.1099999999999994
18.50028657913208,22.18,34.3097,-2.1799999999999997
19.001939058303833,22.24,33.9494,-2.2399999999999984
19.50955319404602,22.33,33.429,-2.3299999999999983
20.005141973495483,22.37,33.1171,-2.370000000000001
20.500813961029053,22.46,32.6435,-2.460000000000001
21.0066819190979,22.55,32.0894,-2.5500000000000007
21.50092840194702,22.58,31.8914,-2.5799999999999983
22.003734827041626,22.65,31.4503,-2.6499999999999986
22.50010347366333,22.71,31.0516,-2.710000000000001
23.00179171562195,22.78,30.6332,-2.780000000000001
23.50749921798706,22.87,30.0836,-2.870000000000001
24.008787393569946,22.9,29.8422,-2.8999999999999986
24.508636236190796,22.96,29.5024,-2.960000000000001
25.00666308403015,23.03,29.034,-3.030000000000001
25.506937265396118,23.08,28.7075,-3.0799999999999983
26.003775358200073,23.14,28.2978,-3.1400000000000006
26.506994247436523,23.18,27.9872,-3.1799999999999997
27.004666566848755,23.25,27.5681,-3.25
27.50809597969055,23.38,26.8346,-3.379999999999999
28.007152318954468,23.36,26.8069,-3.3599999999999994
28.504324674606323,23.4,26.5308,-3.3999999999999986
29.002379655838013,23.5,25.8928,-3.5
29.504423141479492,23.52,25.6872,-3.5199999999999996
30.00242328643799,23.62,25.1195,-3.620000000000001
30.500049352645874,23.64,24.9154,-3.6400000000000006
31.008861780166626,23.67,24.6263,-3.6700000000000017
31.509822607040405,23.76,24.0968,-3.7600000000000016
32.000027656555176,23.76,23.9761,-3.7600000000000016
32.5040488243103,23.83,23.525,-3.8299999999999983
